center,left,right,steering,throttle,reverse,speed
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_30_761.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_30_761.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_30_761.jpg,-0.009433962,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_30_833.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_30_833.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_30_833.jpg,-0.009433962,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_30_904.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_30_904.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_30_904.jpg,-0.009433962,1,0,30.19033
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_30_979.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_30_979.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_30_979.jpg,-0.009433962,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_052.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_052.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_052.jpg,-0.009433962,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_125.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_125.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_125.jpg,-0.009433962,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_199.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_199.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_199.jpg,-0.009433962,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_272.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_272.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_272.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_343.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_343.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_343.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_412.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_412.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_412.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_483.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_483.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_483.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_556.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_556.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_556.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_624.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_624.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_624.jpg,0,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_694.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_694.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_694.jpg,0,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_766.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_766.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_766.jpg,-0.009433962,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_835.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_835.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_835.jpg,-0.009433962,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_906.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_906.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_906.jpg,-0.01886792,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_31_977.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_31_977.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_31_977.jpg,-0.01886792,1,0,30.19026
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_051.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_051.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_051.jpg,-0.01886792,1,0,30.19012
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_120.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_120.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_120.jpg,-0.01886792,1,0,30.19033
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_193.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_193.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_193.jpg,-0.01886792,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_267.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_267.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_267.jpg,-0.02830189,1,0,30.1902
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_339.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_339.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_339.jpg,-0.02830189,1,0,30.19023
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_414.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_414.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_414.jpg,-0.02830189,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_487.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_487.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_487.jpg,-0.02830189,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_560.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_560.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_560.jpg,-0.02830189,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_633.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_633.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_633.jpg,-0.02830189,1,0,30.19026
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_704.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_704.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_704.jpg,-0.02830189,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_774.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_774.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_774.jpg,-0.03773585,1,0,30.1902
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_846.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_846.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_846.jpg,-0.04716982,1,0,30.19007
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_917.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_917.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_917.jpg,-0.04716982,1,0,30.19015
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_32_991.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_32_991.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_32_991.jpg,-0.04716982,1,0,30.19019
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_059.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_059.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_059.jpg,-0.04716982,1,0,30.19024
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_132.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_132.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_132.jpg,-0.04716982,1,0,30.19026
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_201.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_201.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_201.jpg,-0.04716982,1,0,30.19023
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_269.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_269.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_269.jpg,-0.04716982,1,0,30.19021
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_336.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_336.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_336.jpg,-0.04716982,1,0,30.19023
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_412.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_412.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_412.jpg,-0.04716982,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_482.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_482.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_482.jpg,-0.04716982,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_548.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_548.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_548.jpg,-0.04716982,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_621.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_621.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_621.jpg,-0.04716982,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_693.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_693.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_693.jpg,-0.02830189,1,0,30.19045
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_763.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_763.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_763.jpg,-0.02830189,1,0,30.19036
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_833.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_833.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_833.jpg,-0.02830189,1,0,30.19034
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_903.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_903.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_903.jpg,-0.02830189,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_33_974.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_33_974.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_33_974.jpg,-0.02830189,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_044.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_044.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_044.jpg,-0.02830189,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_115.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_115.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_115.jpg,-0.02830189,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_184.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_184.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_184.jpg,-0.02830189,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_254.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_254.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_254.jpg,-0.01886792,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_324.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_324.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_324.jpg,-0.01886792,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_394.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_394.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_394.jpg,-0.01886792,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_462.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_462.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_462.jpg,-0.01886792,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_534.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_534.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_534.jpg,-0.01886792,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_605.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_605.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_605.jpg,-0.01886792,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_676.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_676.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_676.jpg,-0.009433962,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_749.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_749.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_749.jpg,-0.009433962,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_822.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_822.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_822.jpg,-0.009433962,1,0,30.19027
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_889.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_889.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_889.jpg,-0.009433962,1,0,30.19034
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_34_960.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_34_960.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_34_960.jpg,-0.009433962,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_030.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_030.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_030.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_103.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_103.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_103.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_174.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_174.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_174.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_243.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_243.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_243.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_313.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_313.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_313.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_381.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_381.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_381.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_451.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_451.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_451.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_519.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_519.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_519.jpg,0,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_591.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_591.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_591.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_661.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_661.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_661.jpg,0,1,0,30.19031
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_729.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_729.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_729.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_798.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_798.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_798.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_866.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_866.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_35_934.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_35_934.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_35_934.jpg,0,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_009.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_009.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_009.jpg,0,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_083.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_083.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_083.jpg,0,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_152.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_152.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_152.jpg,0,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_223.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_223.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_223.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_296.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_296.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_296.jpg,0,1,0,30.19025
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_363.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_363.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_363.jpg,0,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_438.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_438.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_438.jpg,0,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_506.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_506.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_506.jpg,0,1,0,30.19045
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_39_36_576.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_39_36_576.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_39_36_576.jpg,0,1,0,30.1903
